# reprobuild suite static case-count baseline
#
# One row per test source declared in repro_tests.nim, sorted by source.
# Columns: <source>\t<language>\t<static case count>
#
# This is a SOURCE-TEXT scan, not the authoritative per-binary catalog
# count: it sums every when/else branch and cannot expand wrapper
# templates or loops that register a case per element. It is pinned
# anyway because it is the only case-count surface that can be measured
# — and regenerated — without a fully built tree, which is what makes it
# a gate everyone can actually keep green.
#
# Regenerate after adding or removing test cases:
#   python3 scripts/reprobuild_suite_inventory.py --write-static-case-counts
#
# Review the diff. A row that DECREASES or DISAPPEARS is a test leaving
# the suite; that is the event this baseline exists to make visible.
libs/ct_test_interface/tests/t_smoke_ct_test_interface.nim	nim	1
libs/ct_test_nim_unittest/tests/t_smoke_ct_test_nim_unittest.nim	nim	1
libs/ct_test_unittest_parallel/tests/t_backward_compat_std_unittest_test_runs_unchanged.nim	nim	1
libs/ct_test_unittest_parallel/tests/t_ct_test_runner_full_suite_parity.nim	nim	1
libs/ct_test_unittest_parallel/tests/t_ct_test_runner_partition_file_mode.nim	nim	3
libs/ct_test_unittest_parallel/tests/t_every_test_binary_speaks_list_json_protocol.nim	nim	2
libs/ct_test_unittest_parallel/tests/t_smoke_ct_test_unittest_parallel.nim	nim	2
libs/ct_test_unittest_parallel/tests/t_test_binary_run_one_writes_result_file.nim	nim	4
libs/repro_binary_cache_client/tests/t_a2_5_p1_module_loads.nim	nim	6
libs/repro_binary_cache_client/tests/t_a2_5_p2_manifest_fetch.nim	nim	1
libs/repro_binary_cache_client/tests/t_a2_5_p3_streaming_sink.nim	nim	2
libs/repro_binary_cache_client/tests/t_a2_5_p4_engine_dispatch.nim	nim	1
libs/repro_binary_cache_client/tests/t_a2_5_p5_closure_walk.nim	nim	1
libs/repro_binary_cache_client/tests/t_a2_5_p6_daemon_substitute.nim	nim	1
libs/repro_binary_cache_client/tests/t_a2_5_p6_daemon_substitute_ipc.nim	nim	2
libs/repro_binary_cache_client/tests/t_a2_5_p7_in_process_substitute.nim	nim	1
libs/repro_binary_cache_client/tests/t_a2_5_p8_throughput_bench.nim	nim	1
libs/repro_binary_cache_client/tests/t_a3_p1_cache_key.nim	nim	9
libs/repro_binary_cache_client/tests/t_a3_p2_cli_substitute.nim	nim	3
libs/repro_binary_cache_client/tests/t_a3_p6_closure_walk_r4.nim	nim	1
libs/repro_binary_cache_client/tests/t_a4_p2_sentinel_wait.nim	nim	2
libs/repro_binary_cache_client/tests/t_client_cli_prefix_substitute.nim	nim	1
libs/repro_binary_cache_client/tests/t_r1_caches_config.nim	nim	10
libs/repro_binary_cache_client/tests/t_r1_client_trust.nim	nim	3
libs/repro_binary_cache_client/tests/test_auto_credentials.nim	nim	9
libs/repro_binary_cache_client/tests/test_publish_in_process.nim	nim	7
libs/repro_binary_cache_server/tests/t_a2_p1_manifest_roundtrip.nim	nim	7
libs/repro_binary_cache_server/tests/t_a2_p2_rest_surface.nim	nim	2
libs/repro_binary_cache_server/tests/t_repro_binary_cache_https_publish_authz.nim	nim	1
libs/repro_build_engine/tests/t_action_cache_output_integrity.nim	nim	12
libs/repro_build_engine/tests/t_annotation_perturbs_no_fingerprint.nim	nim	5
libs/repro_build_engine/tests/t_engine_action_create_dyndep.nim	nim	4
libs/repro_build_engine/tests/t_engine_implicit_target_name_basename_rule.nim	nim	1
libs/repro_build_engine/tests/t_engine_implicit_target_name_hook_overrides_canonical.nim	nim	1
libs/repro_build_engine/tests/t_engine_macos_sip_safe_launch.nim	nim	7
libs/repro_build_engine/tests/t_engine_method_call_on_typed_field_emits_execution_edge.nim	nim	1
libs/repro_build_engine/tests/t_engine_multiple_outputs_produce_multiple_names.nim	nim	1
libs/repro_build_engine/tests/t_engine_target_export_table_records_ambiguity.nim	nim	1
libs/repro_build_engine/tests/t_engine_typed_output_recorded_in_normalized_graph.nim	nim	1
libs/repro_build_engine/tests/t_fingerprint_audit_every_action_has_lock_identity.nim	nim	6
libs/repro_build_engine/tests/t_nlf_stat4_baseline_fingerprints.nim	nim	2
libs/repro_build_engine/tests/t_workspace_declaring_nothing_unchanged.nim	nim	6
libs/repro_build_engine/tests/test_binary_cache_publisher_hook.nim	nim	9
libs/repro_build_engine/tests/test_builtin_copy_file_idempotent.nim	nim	1
libs/repro_build_engine/tests/test_bypass_argv_fidelity.nim	nim	2
libs/repro_build_engine/tests/test_dependency_rerun_cache_lookup.nim	nim	1
libs/repro_build_engine/tests/test_elevated_inline_exec_hook.nim	nim	5
libs/repro_build_engine/tests/test_m9r72_monitor_loss_classifier.nim	nim	8
libs/repro_build_engine/tests/test_m9r72_phaseD_end_to_end.nim	nim	4
libs/repro_build_engine/tests/test_m9r73_narrow_invalidation.nim	nim	8
libs/repro_build_engine/tests/test_m9r75_double_write_reject.nim	nim	9
libs/repro_build_engine/tests/test_m9r75_source_write_reject.nim	nim	12
libs/repro_build_engine/tests/test_no_progress_diagnostic.nim	nim	1
libs/repro_build_engine/tests/test_tool_identity_env_plumbing.nim	nim	9
libs/repro_build_engine/tests/test_umask_wrap_both_spawn_paths.nim	nim	4
libs/repro_cas_store/tests/t_repro_cas_store_basic.nim	nim	14
libs/repro_cli_support/tests/t_action_cache_root_resolution.nim	nim	3
libs/repro_cli_support/tests/t_daemon_carried_environment.nim	nim	7
libs/repro_cli_support/tests/t_develop_override_records_the_identity_it_replaced.nim	nim	17
libs/repro_cli_support/tests/t_e2e_watch_via_adapter.nim	nim	8
libs/repro_cli_support/tests/t_lock_binding_governs_per_name.nim	nim	6
libs/repro_cli_support/tests/t_lock_list_without_a_build_block.nim	nim	5
libs/repro_cli_support/tests/t_lock_publish_push_race_classification.nim	nim	7
libs/repro_cli_support/tests/t_lock_record_repo_component_is_one_path_segment.nim	nim	17
libs/repro_cli_support/tests/t_m5_peer_cache_build_wiring.nim	nim	2
libs/repro_cli_support/tests/t_m9r41_infra_install_root.nim	nim	19
libs/repro_cli_support/tests/t_m9r74_resolve_canonical_execroot.nim	nim	11
libs/repro_cli_support/tests/t_materialized_publication_respects_target_selection.nim	nim	3
libs/repro_cli_support/tests/t_partition_plan_json_round_trip.nim	nim	3
libs/repro_cli_support/tests/t_partition_planner_degrades_gracefully_on_cold_cache.nim	nim	1
libs/repro_cli_support/tests/t_partition_planner_reads_runquota_estimates.nim	nim	1
libs/repro_cli_support/tests/t_phase_g_cli_wiring.nim	nim	6
libs/repro_cli_support/tests/t_strategy_unknown_name_refused.nim	nim	8
libs/repro_cli_support/tests/t_watch_ct_incremental_flags.nim	nim	3
libs/repro_cli_support/tests/test_engine_publisher_wiring.nim	nim	5
